comment,is_spam
My cat Sam jumped 5 feet in the air and did a flip he's crazy,0.0
this game is cool,0.0
"Thank you for playing this game for me.
I know it's not for me at all but I don't have time for games anymore and I wanted to play this game so much.",0.0
Hey Jack just wanted to say I've been going through a lot this week too! It might be the world right now but I hope things get better for you!,0.0
my face when I realized we weren't getting a tiny cat poncho 🙁,0.0
"Fun Fact: Cats don’t have their own language, they only meow to get their humans attention.",0.0
More,0.0
"When people get hurt in games: 👁️___👁️
When animals get hurt in games: 💧👄💧💔",0.0
"Sean, the message about warm light coming from a star is talking about the sun.",0.0
Apparently there's an app that can translate meows,0.0
"What if humans are alive and they cured the virus, but the virus is still inside the dome where the robots are trapped for years, and the guardians are protecting the dome and keeping the robots inside getting out. Or what if the robots are the virus and they were destroying humans, so they trapped them in where they are being told false information?",0.0
Gato,0.0
1:10:27,0.0
"The part with the quote on the wall about the star leaking on their feet, they actually mean the sun! That's why it also states about it ""helping them grow"" like the plants and everything else. :))",0.0
i feel like dantdm already posted this with the same title and everything,0.0
"25:02 Sean, you had the opportunity to say “my cat is a pussy”, would’ve been cool",0.0
This is so not my type of game.... this game is so on my must have list now... that's what a good let's play can do for a game.,0.0
"We had the Hjönkening 

Then we had the Duckening

Now we have the Cattening.",0.0
wonder if Jack will take a trip to Cat Island one day,0.0
What happened to the until dawn series jack 🤷🏼‍♂️,0.0
"1:35 purrfect
Edit: 44:26 what's up with the person you need in a high mountain or building or anything like that",0.0
"28:58, I love how Jack spends a solid ten seconds asking where the battery was when it was literally right next to him in the camera, and then proceeded to move away anyways. XD",0.0
I am in love with this game,0.0
i’m so so so so happy jack’s playing this. i don’t have the software to play so i appreciate this play through. i’ve been waiting since i saw the trailer in 2021,0.0
"never would’ve thought a game about a cat could be so amazing and i’m not even like a cat lover. also, they made it so real on how cats really are it shocks me.",0.0
Will you play As Dusk Falls? It's a really good telltale-like game,0.0
Sorry Jack I've already watched gab smolders played this :) ♡,0.0
"*cat hanging on the cliff
other cats: ""long live the king""",0.0
"I will die if he doesn't keep playing this 😭😭
He will love the ending so much!",0.0
So this is where my cat hangs out all the time…,0.0
"46:22 it's the sun, Jack. They're talking about the fucking sun.",0.0
Bro the way I started crying after the cat fell 😭 and started limping killed me,0.0
Honestly I feel like a lot of people have been feeling miserable. Idk what it is. Maybe seasonal depression ?,0.0
It’s so funny that what town is just overrun with robot Guinea pigs,0.0
"I’ve been waiting for this game since June last year bro, I’m so hyped",0.0
It's like the first episode of love death + robots,0.0
"once again sean has made me want a game. My wallet will cry again, which isnt a bad thing.",0.0
You missed the saddest part in that little scene of the cat limping if you went back from where you fell you would see the other cats looking down and meowing for you 🥲🥲,0.0
B12 helps with blood and nerves mostly,0.0
is it all fetch quests?,0.0
yes,0.0
The last of puss: meow of the wild,0.0
Not even two minutes in and Jack's already commenting on the lighting. 😂,0.0
Yeesss! Thank you so.much for playing this!!!,0.0
"Most accurate sort of review for this game:

Man jumps around and things break as he falls to his death 40hrs into a game: Serves you right, you dumbass.

Cat becomes mildly inconvenienced 4sec into Stray: …well, now I have to kill everything and everyone until I find out who did this to my beautiful baby, my only reason for living",0.0
The attention to detail in this game is absolutely amazing. 11/10,0.0
BRO IVE WANTED TO PLAY THIS SINCE I SAW THE DEVELOPERS ADVERTISING IT ON TIKTOK,0.0
I love this already and seeing Sean be so attached to the cat is just wholesom. The tick things ick me out tho x.x,0.0
2 minutes i’m already emotional. i would die for this cat.,0.0
I was literally going to comment about how the atmosphere of this game reminds me of journey then jack brought it up 3 minutes later lol,0.0
"2:35 CAT CONGLOMERATE
5:04 is the most accurate statement ever.",0.0
JACK im so sorry i paused it at 15 seconds in because  I wanna play it before i see it... fuck it imma watch anyways,0.0
"If i'm remembering right, I think the devs of this game had (have?) a tiktok where they showed some of the little things you could do and little clips of what they had made so far.  All I remember is it was tiktoks of a very realistic-looking cat game being made and some of the stuff they planned to include.",0.0
Heckin Streeeetchie,0.0
"The environment and gameplay style heavily reminds me of the game Remember Me, so cook",0.0
I don’t know if this has been said but what is the language in the game is just English but because it’s a cat and the cat doesn’t understand English I could be wrong and it’s just some made up alphabet,0.0
"When jack pressed ""O"" to meow, my cat began meowing. She was right next to me when i watched this. 
You got a fan.",0.0
"Jack: *Makes the cat play a symphony on the piano.*

Also Jack: ""Looks like I found the second best cat pianist."" 💖💖💖",0.0
Probably the best tutorial I've ever seen.,0.0
"Aw, I really like this game. I have theories, but I'll wait. It's so interesting. 😊",0.0
CATS,0.0
not me screaming in internal agony as Jack proceeds to stare the 4th battery straight in the face and not see it,0.0
Even after seeing the beginning 4 times it’s still heart wrenching especially since I’m a cat owner also there’s a character that doesn’t have a fat arse that can’t get through the bars,0.0
"9:00 
Long live the king 🦁",0.0
"Jack, i just recently found out that i have tinnitus. I thought id ask you how you deal with yours.",0.0
For the next part please do a cat cam 📷,0.0
this is so tempting to make a diorama,0.0
I saw this trailer a few months back and it looked awesome!! 😁,0.0
Me going this is a lovely game my brain yep just gonna add this to my list of cat related trigger points.,0.0
i finished this game and its amazing i just love it,0.0
"Ooh one of the greatest and loveliest video ever. Thanks for playing  this game. Waiting for another episode. Hopefully you can gift the Ponzio later too. Have a great day there and i hope you will feel better too :) .

Best regards,",0.0
STILL WAITING ON UNTIL DAWN PART 3,0.0
Beans the cat,0.0
"If you liked this you should play Catz on the PS2, I’m sure you’ll love it 😈😂💖",0.0
9:00 I actually cried,0.0
"1:07:29 I never thought I would hear him say ""pocari sweat"", I know a Blue Roo that is really based off of this.",0.0
Came here right after Evelyn's Part 2 upload!,0.0
I really tried to play it. sadly my computer can't run the game and I cried,0.0
"29:42
Cat: meow
Cameras: I agree",0.0
this is that one episode of love death and robots but from the cats pov,0.0
Let's count how many times he missed the battery... I got 7,0.0
I absolutely love the look and feel of this game! The atmosphere is amazing 🤩,0.0
if only i had a PS5....,0.0
"Wait, isn't that poncho made for the cat? Grandma made it and said that it should fit us perfectly so I thought it was for us but maybe I'm wrong?",0.0
"Ok 2 Minutes into the Video and all i have to say is:
""I'll watch it later, i'm gonna get this game first""",0.0
"Cats are such little assholes. It's fucking adorable. I love that this game lets you be a little asshole, knocking shit off ledges and shit",0.0
I knew when I first saw this game that you would be playing it at some point.,0.0
my heart is already breaking on the first 10 mins! this is way I'm not playing it... I'm weak when it comes to animals. but I will watch someone else play it instead lol,0.0
"Cats on the whole would have no problem in a post-apocalyptic world, however, I would trust my rabbit to survive an apocalypse before at least two of my cats. I saw the paint cans and immediately assumed the cat would eat the paint...",0.0
with those weird red things it looks like caelid threw up on midgar LOL,0.0
Me need dog game,0.0
"This game is pointless literally, I get how it can be somewhat enjoyable but it does looks a bit boring, kinda game where if you too baked that’s the game to get on",0.0
there's a QR code at 1:08:08.,0.0
I really hope there's a moment where the cats having a hairball and B12 gets all worried thinking the cats dying,0.0
"Jack: Cutest game ever made
SuperHorrorBro: Makes a video

My brain: Something;s wrong, I can feel it.",0.0
"I love the variety of different cat sounds, my favorite are the mufs murfs/mufings as I call them. Reminds me of my cat",0.0
"the music in this game rly reminds me of Jak & Daxter, which is totally fitting for the vibe- love it",0.0
When they get separated😭😭,0.0
"Dystopian is the word you are looking for. ie; post-apocalyptic. Did the ""soft ones"" die or did they leave and abandon their outdated technology?",0.0
43:29 I respect he sought a peaceful option first instead of just attacking the cat,0.0
"i remember seeing this game in like mid 2021 a year ago, now it’s out and i don’t have a good enough computer to run it.",0.0
"Jack is amazing, but I find it funny he was so busy talking about the cat he didn’t say anything about the strange camera watching him.",0.0
Yessssss I’ve been so hyped for this game ngl,0.0
Give Poncho to Eliot! Im sure you already know at this point thooo. You get to fix your tracker,0.0
sean montpelier is in vermont 😭,0.0
CAT GAME,0.0
"24:18 lost opportunity to make a ""purrfect"" joke",0.0
jack needs to record games like these in 4k!,0.0
BACKPACK FOR HIS APPLESAUCE BACKPACK WHERE HE KEEPS HIS APPLESAUCE,0.0
Day 2 of asking for the next part of until dawn,0.0
I know of a creature as cute or maybe even cuter then cats. ₴ⱠɄ₲₵₳₮s. And you play as them in rain world.,0.0
Where’s until dawn????,0.0
We need part 2!,0.0
You know. I didn't do the math when I played.... The robots have had souls for over six million years?,0.0
As soon as I saw the cat fall I knew I couldn’t watch this anymore. The injured lonely cat brings too many emotions to a cat owner 😭,0.0
"Only 11 minutes in and already refusing to watch any further into the video after what just happened!

all jokes aside, very good game and a good video, a great combo once again",0.0
I want a dog version as well. I will riot if this cat dies,0.0
"Jack: “he’s so cute”
My advert: “DATA WITH VODAFONE!!!”",0.0
the pin/button is on the left side of your cats backpack. you collect more over the game and they are placed on your backpack.,0.0
"i love how interested jack is when he plays a solo game, me on the other hand i’ll be 30 minutes in saying “ alright im bored now🙃.”🤣",0.0
The cat just hanging on the edge before it falls while the other cats just stare over at it reminds me of Mufasa's death scene and my heart broke all over again 😭,0.0
"From now on the Zurks will be known as “little head crabs” 
10:15",0.0
28:20 thats what she said,0.0
"46:23 ""Natural light that leaked from a star and landed at our feet"" 

Jack: ""Hmm? Did that land on a asteroid and create this virus? 🤔""

No Jack...we call it the Sun.",0.0
"Jack: I'm a cat not a natural disaster.

Me: There's a difference?",0.0
"My cat, Newt, would NOT be as adventurous as this kitty! But he's a good boy anyway.",0.0
they turned that love death and robots episode into a game whaddya know,0.0
This game looks interesting. I have 2 cats.,0.0
"Jack: I'm already in love an attached to this cat.
Me:🥰😍😊🤗 I agree, all 4 cats are so previously adorable. We don't deserve them or any creatures.
Something happens to the 🐈 cat
Jack: my heart is broken 💔😢
Me: Jack save them! 😭😭😭😭😭😱😭😭😭😭 the poor kitty is hurt 😢",0.0
I specifically couldn't play this because I was too upset about the cat potentially getting hurt lol but I'll watch jack play it! The last guardian killed me when treeko got hurt,0.0
This needs to be a movie XDD,0.0
what happened to the until dawn game play???,0.0
The robots speak animalies,0.0
Robot cats vs cats,0.0
"Man, I finished this whole game this morning and wondered, ""I wonder if Jack will make a playthrough"". I'm so glad he is because this game is freaking amazing! :D",0.0
"You already gave note #5 to the guitarist, so just 4 in the store.",0.0
I’m playing this on ps4 and I’m devastated in how bad my graphics are compared to this,0.0
My cat came over and watched me play when I was playing this game.,0.0
my cat is orange with big eyes and little ears this HIT,0.0
I beat it as soon as it came out,0.0
You should try Sky Children its made by the same people who made journey!,0.0
MY COMFORT YOUTUBER PLAYING A GAME I WAS EXCITED FOR??,0.0
Sean is so bad at video games,0.0
"I'm so glad Jack is playing this game! After playing it through I was stunned how deep and interesting it was. I assumed it would be a lighthearted cat game. 
Just a couple of things--sorry if you think this is backseating but Jack seemed somewhat distressed--you will have a chance to deal with the scarf and other activities in the slums. You'll most likely know when you're leaving for good. If you keep interacting with NPCs, they will tell you when you're doing so. 

Also: if/when you take another bucket ride, try looking in different directions and spinning in circles. It's a funny little tidbit. 
Thanks for the lovable gameplay and commentary Jack!",0.0
Your impressions are on point 👌,0.0
Jack you should play with your cat for part2 or 3 that would make it even more enjoyable,0.0
"Jack should come back to Astroneer at least for an episode if not more, the game has come a long way since his 2 videos of it back a couple updates, maybe it's something to think about, they have trains and more that have been added, not trying to ruin this video by suggesting something else, this is awesome but astroneer coming back would be cool too",0.0
I dub this cat's name Tangy,0.0
Could you give the poncho to that electronics robot? I wonder.,0.0
"23:40 the difference is Nate should know better, the cat don't",0.0
Jack not finding the library safe right away is EATING AT MY SOUL,0.0
"I was really hoping you were going to play this, just to play a little guy of a kitty",0.0
9:05 I...need to hug my cat,0.0
"jack: keeps running past the last battery
me: ITS RIGHT... RIGHT THE-... *JACK*",0.0
what an aMEOWzing game !,0.0
Me and my cat loved this my cat was like genuinely invested in it the whole video and my cat has like no attention span lol. Anyways she loves the game so far she really likes the cat aspect of it lol,0.0
Jack love his buckets,0.0
"The poncho is used after you attach the receiver on the top of the tower, so don't worry you'll get rid of it.",0.0
"The meow mechanic mkes me get goat sim vibes.......from the tutorial


Edit: this was one  l   o   n   g  episode",0.0
Cat,0.0
"*im calling it right now, that “AI” is actually the scientist and the transfer to the online world warped their memory.*",0.0
Can I just say one thing the” Half life monsters” Sound like guinea pigs,0.0
Schrodinger's cat,0.0
"This games lighting reminds me Kakurenbo: Hide & Seek, I love it so much. Such a beautiful movie and such a beautiful game.",0.0
I WAS WAITIGNG FOR THIS FUCK UES,0.0
Anyone else getting Love Death Robot vibes?,0.0
Jack you should play life is strange true colors,0.0
The cat looks and acts a lot like my little kitty honey she is a sweetie but also quite adventurous and playful I can't wait to see the rest of this journey,0.0
"Anyone one else think the intro is just rain world 3d?

Cat like creatures traveling in a group, crossing a chasm, one falls in and you control the one that fell",0.0
"love this game the second i saw the trailer, please make more episodes lol.",0.0
Omg I cant wait to play this game it looks amazing,0.0
My nefuew has a cat caled Momo,0.0
WAITED SO LONG FOR THIS GAME!!!!! ITS BEEN 84 YEARS….,0.0
Hey jack there a new god of war 5 coming out its for pre order now are you going to play it I loved the last god of war gameplay,0.0
"You have to ""meow"" at the robots, each one of them have different interactions when you meow at them, not really related to the objectives but it's cute.",0.0
the way you said basketball,0.0
I was yesterday Sykkuno playing this game it's so adorable,0.0
Brazyray on twitch yall,0.0
Jack. Are you alright? You just seem off— I hope you are alright. If you need another break you can take one— or even quit YouTube all together it’s fine. We love you. We just want you to be healthy— mentally and physically.,0.0
Look how happy Sean is ☺  amazing game!,0.0
"Sean: I don't see another battery
Also Sean: *passes right in front of the fourth battery 5 million times*",0.0
"I'm so GLaD you played this, I've been excited about this game since it was revealed in 2020, I had no idea what the game was gonna be like, I just knew it looked super cute n I HAD to see more! ^_6",0.0
i saw this games tailor and i just knew you would play this game and im so happy you are!,0.0
Oh the struggle... Do I want Jack to focus on his replay of Until Dawn? Or Stray? >~<,0.0
"I personally think, that due to the name of the game, the cats are strays. And humanity’s NOT dead",0.0
i just finished playing this i named the cat sink i highly reccomend u play more,0.0
"The last guardian is my all time favorite game, even named My Irish  wolfhound trico! But I have afeeling this games gonna destroy me",0.0
"this entire video is, jack sees cat... hijinks ensue.",0.0
"The ""heeheeeee""s he keeps doing is the universal cat lover language for being impressed when they do anything",0.0
"What I find interesting in the area where you get the backpack is the robot attached to the pod, with a note “I hope this will work”. It would seem a human tried to transfer their conciseness into a robot (maybe for a couple reasons)",0.0
The new spider man game is out! cant wait for the series,0.0
I’m calling it now there’s gonna be a section in the game where you’re injured and you’re limping and the game is going to be tugging on your heartstrings,0.0
"First game that made me cry
(the part where the cat fell from the pipe)",0.0
it only took me 8 hours to finish the game but the quality alone is worth the money,0.0
CUTE!!!!,0.0
"I don't know why, but B-12 sounds exactly like Professor E. Gadd from Luigi's Mansion, and I'm loving it! 😁",0.0
Why are robots  wearing clothes?,0.0
"Isn't the other music sheet with the musican? The one who played the guitar and the cat sang along?
Haha, I hadn't watched the end yet 😅",0.0
More I need more,0.0
You plan on playing the last of us remake on ps5 when it comes out (in september i think),0.0
Not me having warrior cat flashbacks,0.0
JACK! GIVE THE PONCHO TO THE ROBOT YOU SLEPT WITH ON THE ROOF YOU PAST MULTIPLE TIMES! Geez...,0.0
"Love the intro. Nice to get right in, and quite unique for this genre of video.",0.0
"Never really been a cat person, I'm much more of a dog person but this game is still really intriguing and cute, I'm looking forward to more of it. Especially the world of the game and the cat definitely gives a very unique perspective. 
Also B-12 and even the Zurks are cute, everything in this game is just cute.",0.0
"When I heard you talking about Momo I nearly died. That's my name, and I did a double take and was like ""wait, whaaaaaaaaaaaaaaaaaat?""",0.0
The ginger and black cats look **so** much like my first two cats...!,0.0
I just wish I had a good PC to run this game.,0.0
"i really wanna see jack play concrete genie, i personally think it's a good game",0.0
"I love how far this channel has come, I remember the Happy wheels, I miss you playing that, can you please return to happy wheels one last time because SPEED IS KEYYY",0.0
15:00 Jack commits paint slaughter,0.0
I saw this game on steam just before seeing this- I have to buy this game now.,0.0
"wait almost 2 hours of one video and its part 1 only, holy",0.0
"I know you might not see this Séan, but the cats name is Murtaugh, which is based on an IRL stray found by the 2 devs!",0.0
"This is giving me strong NieR:Automata vibes, I adore that game. Loving this so far, can’t wait to see the rest of your play through! So cute 🥰",0.0
"1:08:32 there was something very ""LeviOsa, not levioSA."" about how he said that.",0.0
"Cat of Persia, the Meow Within",0.0
Seeing this vid pop up in my feed just gave me so much happiness without even watching the vid yet,0.0
Every time that cat nearly slipped my anxiety was just 📈,0.0
What if the infection started here and the city was built around it,0.0
I'm so sorry you hurt your back!  Hugs!  Cute game though....I'm gonna buy it on Steam!  Mama JO,0.0
one thing that bugs me about the beginning is that cats don't actually meow at each other. pedantic I know.,0.0
"I bought the game yesterday and beat it today, I wish it was longer but it was amazing either way",0.0
"Sean should really do a playthrough of RDR2 imo. I mean, there's literally an Irish that you meet pretty early in the game AND his name is Sean!",0.0
"Jack:   ""I am a cat not a natural disaster""

Me:   ""I don't think Jack has meet more then one cat to truly understand what he just said, lol"" XD",0.0
Still $30 for a 3 hour game about a cat. Jeez idk man,0.0
"I'm already in love with this game. It's so interesting to see the world- like how the B-12 had pictures of living things and trees in their bedroom before the cat got there, or how they knew to lead the cat to them for help. It's like the opposite apocalypse is happening after the apocalypse has already happened- machines already took over, humans are dead, and now the robots are afraid of ORGANIC matter since it's eating everything. The cat and its mechanics are amazing enough as a game, but they made it even better by adding sci fi and cyber punk themes- I'm so stoked for more 😄",0.0
Omggg when you said uncharted i said uncarted and you said it as well at the same time as me! Thats so cool!!,0.0
He slid a b99 reference lol,0.0
It is so awesome to watch and hear Jack's reactions to this game. I can't wait to finish my playthrough as well. What a cute game. ^0^,0.0
this game makes me happy and kick my legs like a school girl,0.0
"As someone who's lost their cat very recently, just seeing the cats play together in the beggining made me instantly sob.
Also the biiig stretch, that's always something I used to say to her in a baby voice. The tears haven't stopped 20 minutes in, and I just might buy this game as s form of therapy 😅",0.0
"b12 is a vitamin that helps improve your mood, adorable detail",0.0
"I am convinced that every time a cat stretches, everyone one around is required to say ""ooo, big stretch"". I have cats and I automatically say it when I see them stretching.",0.0
Seeing how each robot reacts to the Cats meow is the best serotonin boost I needed today.,0.0
OMG JACK THANK YOU,0.0
YES!!! I've been waiting for this game to come out forever! Seeing Sean play it makes my entire week.,0.0
"Vitamin B 12 helps against fatigue and muscle failure. So pretty much, it’s what’s keeping our muscles nice and strong, and it’s also keeping us from feeling weak and tired. Fun fact! :)",0.0
the city reminds me of the fortuna colony in warframe😭😭❤️ i love this,0.0
The cats drinking water from the puddle is the cutest thing I’ve ever seen.,0.0
My cats kept jumping at the screen and then following the cat around  through each level!,0.0
i finished this game this morning and i cant wait to see how he will go through the game differently!! what an amazing game,0.0
"Jack “Natural light that leaked from a star, did that have something to do with the infection” 

There talking about the sun",0.0
I lowkey stopped playing after the cat fell at the start 😂 to sad,0.0
Waaallllleee lol,0.0
I thought this was DanTDM's video because the thumbnail and title are so similar X D,0.0
"Fun game, but hard to get into the video with an ad break every 2-3 minutes",0.0
I'm already melting from how adorable the first interaction is and I want this game,0.0
Unless they all have Canon names im giving them Warriors ones,0.0
Yeah that's what we're talking about baby Woo,0.0
but cmon Up is one of the best movies ever.,0.0
ive also been doing horrible like my whole summer break and this is really nice to watch rn its calming me down and giving me something else to think about thank you :],0.0
Not me watching this with 2 of my 3 cats sitting on my bed with me,0.0
I like how the game gave you a light instead of using the cat's natural ability to see in the darkness,0.0
Catttttssssssssssssssss,0.0
24:10 I loved when Jack said [the perfect  game] (me not trying to laugh at perfect game),0.0
So CUTE!,0.0
"If there's no humans, who are they gonna eat?",0.0
"This game really reminds me of games like OneShot and Hyper Light Drifter, especially in the setting",0.0
Why did jack copy half of DanTDM’s thumbnail and title,0.0
As soon as jack posted this video stray became top search on ps store,0.0
Why dont you get a Cosmo for BB,0.0
We must protect this cat AT ALL COSTS,0.0
"yoooooooo... ""human music.. hmmm.. i like it"".... rick and morty reference... nicely done!!..",0.0
The postcard and the mural kind of reminds me of the Shell Beach postcard and subsequent mural in the movie Dark City.,0.0
god this game is adorable but i for some reason get a lot of motion sickness from it. even tried turning off motion blur but it didnt help :/,0.0
"4:50
5:18
7:10
18:56
19:24",0.0
add mating and this game is beyond perfect,0.0
"46:33, sounds like ""no, we don't like money.""",0.0
"Jack you gotta play Blink, it’s a horror game that I think you would like. It revolves around, what the title says, blinking.",0.0
"Today: Cats ride roombas.
The Future:",0.0
Where’s until dawn 😩,0.0
are you gonna play the new slimerancher when it comes out?,0.0
"46:21

They are talking about Sunlight, not infection

Most havent been to ""The Outside"" so not all have witnessed the Sun. Therefore, the idea of sunlight is passed down like a folktale",0.0
"The whole time I'm watching this, every time Jack points out ""Except I don't care because I'm a cat"" and stuff, I'd think of that meme of the cat sitting on a rock by the ocean. 
'Frank looked out over the majestic rocky coast bathed in the grandeur of the setting sun.... and he thought of nothing, because he is a cat.'",0.0
"FUCK, I HAVE TO WAIT FOR THE NEXT VID, WHY COULDN'T I HAVE JUST BEEN LATE?",0.0
This gives Rainworld vibes and i am here for it,0.0
Ahh digital quantum storage at its finest,0.0
Jack love this game do more,0.0
"46:28 

That relates to what I believe is the sun going out",0.0
This video is just jack loving cats and graphics.,0.0
I think that the scratching mechanic is to keep track of where you've been. That's my guess at least.,0.0
B-12 helps agenst loneness. seriousness it helps with memory loss,0.0
We don’t want part 2 we need part 2,0.0
"0:00- ""We all know why we are here."" To watch a video and leave a 'long comment' for good ol' Jack who always keeps me company after work? You beat me to it again. I have a copy of this game and want to play it, but then video(s). No matter, I can play this later on.
0:43- ""As a cat owner myself now, I am incredibly attached to this game."" I had a feeling that Gab would play this. Wasn't sure if you would or not. Does BB like watching either of you play Stray? I have read that some people's cats are quite curious about this game.
1:21- You smooshing all over the cats realistic behavior is so cute. :)
2:52- Barely 3ish minutes in and I am very impressed with the visuals and music/sound. Can't wait to see what they did with the story and gameplay mechanics.
6:32- ""When all of humanity dies, cats will outlive us all."" I always thought that it would be cockroaches. Those nasty bugs are basically indestructible.
9:37- ""Oh my God, my heart is breaking in half."" :( Little Red needs you to help them find their family- keep going.
14:12- ""I got a bucket, Baby!"" (narrator voice) Little Red now has a bucket. It is shiny and just the proper size. Little Red will now never be lonely again, and may find some new DLC.
16:33- ""Do you think if I left the cat long enough he would just sit down?"" Probably, or take a nap.
19:14- ""Don't they kind of look like headcrabs?"" Yeah, and it is gross! They also look like tardigrades to me.
24:17- ""The past couple of days, even the past week, I have been feeling a little miserable."" :( I hope that it goes better for you soon. Count all of the little things before bed- it helps. (tasty hot food, a call from your bestie, nice bath, ect.)
30:08- ""Wait, I don't actually see another one."" The PC in the middle of the room has one on its tower.
47:01- ""Hear that Everybody? We are the Soft Ones."" Compared to them, we are. These beings seem like leftover human consciousness put into robot form. They don't seem like usual robots to me. Maybe humans were dying and made these beings to live on in a new form?
54:48- ""I am so turned around, I don't know where I have been, it is kind of confusing."" You will get it eventually. Shame that this game doesn't have a mini-map or something.
1:01:02- ""But as a Gamer, I never will. I am stuck inside."" That's no good! Even a walk around the block helps now and then. Maybe when it isn't 40C out, right?
1:08:24- ""What does B-12 help against?"" Vitamin B-12 (cobalamin) plays an essential role in red blood cell formation, cell metabolism, nerve function, and the production of DNA.
1:15:50- ""It was only 1 that I needed, right?"" At the moment.
End- This was wonderful. I'd love to see more soon! ~",0.0
"Completed it. 6 hours and 100%, what a beautiful game. You're gonna love if Jack",0.0
Game is like 5hrs longs played through fully. It's a great game 6.5 million years since a.i took over,0.0
I swear I saw the exact scene at 11.37 days before this was released,0.0
Day 255 - The fact that Seán hasn't played Titanfall 2 is crazy to me. I would love to see a playthrough of it. I think he'd love it!,0.0
seeing the cat flop over right as the backpack was put onto it is hilarious.,0.0
The B99 reference did not go over my head.,0.0
moor moor mmmmmmmmmoooooooooorrrrrrrrrrr need moooooor cute and fuzzy cat pls do the full story,0.0
"My guess is that b-12 isn't an AI, but an uploaded human mind. That's why all of their memories are very human, and they convenient can't remember their name",0.0
Hello fellow soft ones,0.0
"1:22:30 that’s 6,972,261 years, 9 months, and around 17 days.",0.0
